s1_entity_id	matched_entity_ids
S1-472338023	S2-165441533,S2-344499292,S2-575293712,S2-57959187,S2-756066491,S2-914321398,S3-160936240,S3-39496776,S3-547578365,S3-997807025
S1-472678371	S2-363607058,S2-462585085,S2-507404889,S2-531916687,S2-955882499,S3-180854023,S3-415622416,S3-501877088,S3-548199280,S3-558463301,S3-584282268,S3-613911057,S3-690845078,S3-730741110,S3-92284003,S3-972492694
S1-473174098	S2-216314196,S2-820175587,S3-391951192,S3-528008987
S1-473358041	S2-265926884,S2-295747603,S2-45397173,S2-555795068,S2-913045500,S3-560855814,S3-609611008,S3-644731732,S3-823064786,S3-891915196,S3-972690605
S1-474238742	S2-162912453,S2-960147810,S3-142998296,S3-187579693,S3-315589278,S3-65314410,S3-962400626,S3-995964391
S1-474866893	S2-206745064,S2-491400710,S2-635739719,S3-275228217
S1-475352227	S2-140887417,S2-191261210,S2-593655018,S2-641000841,S3-507583308,S3-630877664,S3-709731143
S1-475689625	S2-107505420,S2-189653602,S2-292475084,S2-711315024,S2-806781048,S2-860914280,S2-867983819,S2-868747691,S2-895156444,S3-301202670,S3-357154879,S3-372175785,S3-48453585,S3-706252294,S3-767317182,S3-802380994,S3-902709728
S1-475754487	S2-405496540,S3-561782105,S3-734905745
S1-476002534	S2-203864064,S2-646199222,S2-797030894
S1-476474673	S2-659547851,S2-745079672,S2-809377423,S3-842834693
S1-476831488	S2-177662277,S2-275669313,S3-171060615,S3-182056927,S3-610231926,S3-968383284
S1-477436467	S2-120053289,S2-123518679,S2-240819387,S2-654164166,S2-740692775,S3-252526115,S3-47550062,S3-774428686,S3-980305860
S1-477776195	S2-871236056,S3-109807026,S3-723948056
S1-477817039	S2-746650850,S2-906778244,S3-574657442
S1-477843822	S3-585122518
S1-477941718	S2-461130481
S1-478021884	S2-597120305,S2-832013166,S2-873767988,S3-191777537,S3-483366021
S1-478838121	
S1-478945059	S2-266133837,S2-54216339,S2-621558442,S2-625382442,S2-669144158,S2-680086967,S2-881737185,S2-899795831,S2-980392060,S3-176055419,S3-194167948,S3-195725773,S3-212405495,S3-586386049,S3-58644276,S3-67896920,S3-774462818,S3-791837707,S3-970781964,S3-987689072
S1-479283242	S2-196212109,S2-515962999,S3-456004019,S3-469454680,S3-479327664,S3-844716551,S3-867767870,S3-899327395
S1-479579224	S3-240362721,S3-409150972,S3-632111331
S1-479654940	S2-766472320,S2-848959892,S2-864184547,S3-221105914,S3-795800101,S3-910072092,S3-926941257
S1-480340222	S2-333181335,S2-394445010,S2-441505396,S2-489552555,S2-792146695,S3-122190492,S3-467016600,S3-491589745,S3-686631656,S3-700946694,S3-854988669,S3-962226689
S1-481101130	S2-421542053,S3-291987666,S3-538243284
S1-481771486	S2-359649618,S2-75122032,S3-605852547
S1-483002269	S2-140590205,S2-175997155,S2-223872266,S2-276989037,S2-429220054,S2-702416722,S2-716335718,S2-72038251,S2-770038432,S2-817104918,S2-867997133,S2-87308537,S3-202251928,S3-229924425,S3-254706446,S3-363649083,S3-504899116,S3-597871260,S3-672779469,S3-77463275,S3-837024421,S3-885155771
S1-48360456	S2-274394823,S2-29326093,S3-421113400,S3-586227539
S1-483715802	S2-799223001,S2-827598743,S3-171396287
S1-484781178	S3-117475626,S3-392451605
S1-486104807	S2-159589784,S2-242666399,S2-267407394,S2-302250895,S2-317912209,S2-834567603,S3-153262290,S3-198698240,S3-919750590
S1-487725241	S2-180280932,S3-108923408,S3-185501421,S3-635187815
S1-487794460	S2-310538768,S2-434519406,S2-510485429,S2-808544611,S2-834121640,S2-918984760,S3-579011688,S3-580067420,S3-580357202,S3-692287277,S3-829602630
S1-487977687	S2-512901393,S3-196462214,S3-528220055
S1-488263617	S2-547685004,S2-653308344,S2-796296110,S3-211219251,S3-257430099,S3-86520019,S3-925089697
S1-488863001	S2-760299453,S3-909445473
S1-48888744	S2-126154886,S3-185993467,S3-461092820,S3-593377020
S1-489378292	S2-228764643,S2-698543371,S3-764508992
S1-489509439	S2-339038950,S2-804062513,S3-849330892
S1-489785940	S2-292991686,S2-326945343,S2-669188898,S2-808519545,S3-150985279,S3-251675447,S3-995526407
S1-489956164	S2-117560544,S2-507209028,S2-632654421,S2-821639286,S2-918206888,S3-319061712
S1-491276103	S2-155312609,S3-657094315
S1-491429485	S3-402078119,S3-481873092,S3-526318618,S3-737152870,S3-849442940,S3-86873814
S1-49223421	S2-115832382,S2-146286637,S2-459208020,S2-614028511,S2-738167445,S2-844289466,S2-955854217,S3-122847958,S3-158848085,S3-189391239,S3-458209826,S3-627610714,S3-799120801,S3-824457505,S3-836412490,S3-987847921
S1-492613195	S2-302191492,S2-638655073,S3-176243341,S3-27294434,S3-855175776
S1-492969445	S2-217385254,S2-63710571,S2-746383516,S3-803809089,S3-899709438
S1-493193236	S2-554506939,S2-626711432,S2-795169870,S3-410026630,S3-464830319
S1-49402951	S2-532654827,S3-39037423
S1-494782313	S2-108338348,S2-12969629,S2-246549612,S2-760261864,S2-873066687,S3-192810319,S3-546773384,S3-756911151,S3-847762732,S3-956885470
S1-495034674	S2-786913740,S3-53769858,S3-797298559,S3-799022990
S1-495243844	S2-263312452,S2-346020311,S2-766025558,S2-875782641,S3-460817006,S3-538243284
S1-495462299	S2-407030990,S2-426174435,S2-597314204,S2-695398839,S3-152399044,S3-343090012,S3-918540785
S1-495552394	S2-533173290
S1-498541945	S2-285368585,S2-819106177,S2-907300283,S3-937951892
S1-498773347	S2-333351111,S2-8093533,S2-986003377,S3-320474295,S3-542821568
S1-499013213	S2-127876222,S2-902344303,S2-98397365,S3-89454856
S1-499078823	S2-300790722,S2-324210983,S2-38132652,S2-4299547,S2-501352676,S2-505736518,S2-54033879,S2-540687871,S2-563255340,S2-675837662,S2-721590757,S2-790465795,S2-853961447,S2-855663945,S2-906553726,S2-982013240,S3-220215178,S3-543309054,S3-58424902,S3-600614474,S3-67107419,S3-950580462
S1-499225452	S2-153294983,S2-164858096,S2-618576101,S2-655418446,S2-734374282,S2-958853558,S3-154083081,S3-238329771,S3-306615758,S3-328702615,S3-374396473,S3-397184127,S3-40894052,S3-458253017,S3-678913147,S3-976251239
S1-499492218	S2-768369949,S3-909922568
S1-499611887	S2-581827456,S2-735506434,S2-766190705,S3-707578759,S3-776546740,S3-84376827,S3-920704688
S1-499707162	S2-106358500,S2-923069806,S3-352496686
S1-499868468	S2-34416073,S2-72401113,S2-77282544
S1-500143522	S2-536017990,S2-84697765,S3-649476282,S3-669863410
S1-500168184	S2-355108641,S2-441773497,S2-746652745,S2-799881295,S2-900897961,S3-925909781
S1-50030671	S2-179926110,S2-213521244,S2-680751385,S2-755009280,S2-782877873,S2-862744602,S3-288861328,S3-368080225,S3-411586024
S1-500310312	S2-645061118,S2-960519636,S3-14296605
S1-500779829	S2-506481483,S2-664730921,S3-316600632
S1-50092772	S2-60697276,S2-907721889,S3-924005798
S1-501418989	S2-223678507,S3-892796314
S1-501424226	S2-305701278,S2-551447445,S2-598834402,S2-883675052,S3-82227381
S1-501554750	S2-78458231,S3-146332394,S3-685190348
S1-502570165	S3-551380210
S1-502732960	S2-362853890,S2-437245413,S2-709590819,S3-646177973,S3-686020327,S3-956284451
S1-503032415	S2-494788880,S3-57234162,S3-601634068,S3-886197859
S1-503092281	S2-932742288,S3-40087036,S3-744345152,S3-971866847
S1-503101102	S2-200154746,S2-576238946,S2-732492529,S2-967255186,S3-471632439,S3-472909577,S3-849580714,S3-989559672
S1-503571997	S2-703622104,S3-437040808,S3-935554578
S1-503947577	S2-316457964,S3-262313742
S1-503957501	S2-110521853,S2-646949120,S3-181423094,S3-755926869
S1-503981912	S2-23774550,S2-443782789,S2-597605998,S2-831600141,S3-173070520,S3-246474225,S3-734188247
S1-504381533	S2-109639032,S2-233407645,S2-248366521,S2-742569570,S2-932723044,S3-358129168,S3-41367179,S3-699982388
S1-504446736	S2-68570690,S3-152367899,S3-200683104,S3-790764387
S1-504541699	S2-223454875,S2-349991468,S2-358528097,S3-325549057
S1-505076726	S2-21520849,S2-320019107,S2-340814974,S2-368107763,S3-419894485,S3-65142091
S1-505098977	S3-137020078,S3-449366921
S1-505261227	S3-79362747
S1-505733023	S2-327159913,S2-705199963,S3-510023676,S3-514743855
S1-506975660	S2-565745278,S2-589841985,S3-678398740,S3-83292200,S3-878632458
S1-507468988	S2-247231870,S2-46776523,S3-527560385,S3-836366582
S1-507783301	S2-227642377,S2-371861072,S2-447840900,S2-702201385,S2-79617193,S3-288999500,S3-502625367,S3-957762678,S3-991261494
S1-508191249	S2-556452095,S2-955602847,S3-288119547,S3-504843631,S3-713943012
S1-509456167	S2-501412033,S2-596755283,S2-663120848,S2-717173242,S2-987090443,S3-176109752,S3-533401807,S3-629027943,S3-717427620
S1-510037915	S3-313392204,S3-640784303
S1-51079946	S2-428828597,S2-797178130,S2-831225985,S2-849218891,S3-974905727,S3-987863331
S1-511262674	S2-380775989,S2-883005085,S3-181928484,S3-354245028,S3-734755819,S3-956180840
S1-511957074	S2-247004130,S2-771826128,S3-476084249
S1-512548389	S2-21431482,S3-933377502
S1-51255767	S2-442066410,S3-430882993,S3-977298074
S1-512724606	S2-630700184,S2-681259695,S3-346581525,S3-381611370,S3-770862892,S3-79913057
S1-512834916	S2-166530090,S2-171653904,S2-818942581,S3-1069813,S3-21297167,S3-477419500
S1-512889766	S3-474190879,S3-482522094,S3-766544372
S1-513583401	S2-907642729,S3-530786227
S1-513968003	S3-284092220,S3-568336186
S1-514150772	S3-45491231
S1-515260719	S2-68769541,S3-257983852,S3-452583757
S1-5153857	S2-494401012,S3-492984624
S1-516175493	S2-139630083,S2-639850895,S3-825423156,S3-924859914
S1-516946648	S2-713947133,S2-721679979,S3-427022581,S3-937560210
S1-516958328	S2-126137124,S2-204716305,S2-864260567
S1-517350208	S2-671157473,S3-141479714,S3-906280676
S1-51814249	S2-170438326,S2-75008415,S3-943939500
S1-518227259	S2-186572342,S2-39596616,S2-519376196,S2-631470613,S2-637017205,S2-824185233,S3-240481199,S3-36201239,S3-61303168,S3-707485477,S3-880470399,S3-896054423
S1-518442649	S2-425417020,S2-541877576,S2-758884988,S2-990466184,S3-344365252,S3-602127767,S3-648759812,S3-86850100,S3-914558888
S1-518758513	S2-223030296,S2-336542640,S2-501412033,S2-596755283,S2-717173242,S2-745257855,S2-851044319,S2-861577854,S3-268059959,S3-323220654,S3-404579279,S3-533401807,S3-543475672,S3-629027943,S3-710046873,S3-739455824
S1-5190706	S2-859999694,S2-952924847,S3-614206528
S1-519354288	S2-127408831,S2-319357884,S2-926268038,S3-182723849,S3-568777791,S3-613538147
S1-519410265	S2-510836692,S2-592226368,S2-750855671,S3-354413229,S3-36233545,S3-630987280
S1-519779800	S2-211272123,S3-191441094
S1-520400207	S2-605980356,S3-866625581,S3-986713448
S1-520517233	S2-368145864,S2-611462011,S2-800608259,S3-104914930,S3-170570738,S3-443148176,S3-6544857,S3-670759825,S3-912730847
S1-520527809	S2-46792364,S2-808894797,S2-908060027,S2-989312345,S3-200683104,S3-626987030,S3-740004902
S1-521958924	S2-312846408,S2-75779270,S3-509526862
S1-522763081	S3-409233179,S3-632840204
S1-52286058	S2-282994057,S2-653806589,S3-481606768,S3-612475009,S3-984428980
S1-523419929	S2-274634059,S2-368893697,S3-240412918,S3-499419543,S3-817022086
S1-524192950	S2-130812819,S3-486187262,S3-806925602
S1-526135639	S2-181399187,S3-251640233,S3-399934854
S1-526256223	S2-479715908,S2-806692318,S3-22718356,S3-454239415,S3-950142118,S3-96563604
S1-527676886	S2-249912960,S2-341769773,S2-963421588,S3-85129631,S3-979557451
S1-528170190	S3-832708928,S3-879031370
S1-528606956	S2-567279163,S2-68587625,S3-739929946,S3-771323610
S1-529363431	
S1-529506564	S3-708580834
S1-529691121	S2-328682503,S2-401066584
S1-529998057	S2-12886189,S2-560050886,S2-811347118,S2-950955006,S3-315890057,S3-35378811,S3-702120671,S3-944659254
S1-530901436	S2-411208978,S2-575882455,S2-602125264,S2-797635799,S3-304505305
S1-530973688	S2-22935626,S3-514108823,S3-712417694
S1-531367194	S2-356144347,S2-788309543,S3-182085863,S3-6954612,S3-803342956
S1-532371489	S2-2409353,S2-291200050,S3-429340522,S3-538350586
S1-532502121	S2-214339413,S2-819195093,S3-523312534,S3-581295219
S1-532852992	S2-329639691,S2-944941502,S3-167377812,S3-300156602,S3-77784672,S3-865824172
S1-532994915	S2-327600750,S2-657575654,S2-736879967,S3-273999350,S3-607568070,S3-772104527,S3-837473264,S3-878006604
S1-53302010	S2-469796105,S2-642393449,S3-261644927
S1-533342409	S2-781270480,S3-431005117
S1-53348667	S2-725357421,S3-208590803,S3-658390935
S1-534716747	S2-67225747,S2-871588320,S3-735287437
S1-535207976	S2-307585723,S2-389857306,S3-355504058,S3-452576524,S3-724111784
S1-536436989	S2-55345954,S2-608296535,S3-322438819,S3-654583103,S3-703362517
S1-536881874	S2-329897524,S3-895467955
S1-536983591	S2-62904063,S2-798857569,S3-640197549,S3-788487525,S3-837333200
S1-53817099	S2-141622275,S2-212757319,S2-910341590,S3-480893206,S3-585317312
S1-5385571	S2-46651687,S3-455971272,S3-832032342
S1-538563491	S2-182282325,S2-247703115,S2-297171374,S2-326460571,S2-35554040,S2-393794248,S2-394390305,S2-423709852,S2-454110857,S2-509518118,S2-512059400,S2-535152169,S2-573097389,S2-626711432,S2-6370899,S2-650536091,S2-740236485,S2-750287112,S2-757500657,S2-762552526,S2-807302533,S2-813048361,S2-825556124,S2-832914073,S2-835692087,S2-845304696,S2-867235153,S3-161819360,S3-200529141,S3-309993071,S3-354510737,S3-354892567,S3-397745064,S3-495938269,S3-573389967,S3-594491381,S3-615890284,S3-618287981,S3-635812734,S3-648759812,S3-725281606,S3-814321154,S3-833196880,S3-840047870
S1-538930961	S2-224848450
S1-539531424	S2-909315048,S2-967701274,S3-132160525,S3-226546419,S3-799962838,S3-95725558
S1-540722954	S2-218822882,S2-438932275,S2-538743095,S2-936744285,S2-944719714,S3-350468871,S3-415085065,S3-443334693,S3-636715769,S3-644793154
S1-540881292	S2-111318833,S2-300790722,S2-4299547,S2-505736518,S2-54033879,S2-540687871,S2-543560662,S2-563255340,S2-580745529,S2-675837662,S2-790465795,S2-963453865,S3-168482003,S3-270291818,S3-299946038,S3-368801203,S3-543309054,S3-58424902,S3-950580462
S1-541010282	S3-392395854
S1-541011853	S2-752593631,S2-761165956,S2-993210812,S3-415304294,S3-612188416,S3-684125134
S1-541562976	S2-268291556,S3-236910404,S3-240038718,S3-295582730,S3-834539576
S1-541662178	S2-340871820,S2-424508379,S2-984909966,S3-405188789,S3-572051347
S1-541980335	S2-867897128,S3-652562024
S1-542491393	S2-423193107,S2-748293775,S3-218039619,S3-402003776,S3-939052195
S1-542880682	S2-198397210,S3-105743355,S3-383045767,S3-677114892
S1-542932344	S2-21328958,S2-252587638,S2-363607058,S2-507404889,S2-754300671,S2-816247330,S2-872887373,S2-883438501,S2-885524233,S3-143165214,S3-154996264,S3-168482003,S3-174885753,S3-180854023,S3-18101426,S3-196043837,S3-213351357,S3-29233063,S3-310434203,S3-311876884,S3-341902924,S3-394482383,S3-410484869,S3-481606768,S3-485943794,S3-507622347,S3-509461016,S3-532849154,S3-548199280,S3-579806018,S3-581042902,S3-584282268,S3-593107515,S3-613911057,S3-645758444,S3-670588771,S3-684729638,S3-710605494,S3-729128956,S3-743695487,S3-750049561,S3-808036318,S3-829352063,S3-848629825,S3-849442940,S3-850361983,S3-86873814,S3-898118611,S3-922126216,S3-92284003,S3-925863158,S3-972492694
S1-543502138	S2-454371165,S3-181003009,S3-710347344
S1-544186824	S2-381481070,S2-624036423,S3-280301064,S3-558196376
S1-544862368	S2-565023974,S2-585501482,S2-812951493,S3-457644539,S3-890921522
S1-545052590	S2-255471631,S2-537024508,S3-192957225,S3-704792228,S3-747194889,S3-864190129,S3-908787788
S1-545572670	S2-151486052,S2-156700731,S2-228302982,S2-571155336,S2-820220584,S2-893822757,S2-916556287,S3-206605850,S3-280976317,S3-300971979,S3-61139207,S3-61731794,S3-85363154,S3-912197208
S1-545661875	S2-220187537,S2-461316365,S2-913114040,S3-656400487,S3-782253121,S3-881558178
S1-545735045	S2-325891777,S2-468858363,S2-557223302,S2-956105677,S3-396088526,S3-638944788,S3-689078828,S3-917984573,S3-937386838
S1-545950846	
S1-547557261	S2-42586514,S2-64736773,S3-14801908,S3-951976422
S1-547709944	S3-302633592,S3-512428369,S3-806789703,S3-828034754
S1-547994760	S2-325079416,S2-456783463,S2-70676549,S3-575171346,S3-706857069
S1-548173739	S2-112160299,S2-182282325,S2-19110677,S2-326460571,S2-351914479,S2-35554040,S2-393794248,S2-394390305,S2-423709852,S2-454110857,S2-512059400,S2-535152169,S2-555008182,S2-557915584,S2-560640973,S2-573097389,S2-626711432,S2-6370899,S2-644542231,S2-650536091,S2-740236485,S2-750287112,S2-756437261,S2-757500657,S2-762552526,S2-773205318,S2-807302533,S2-813048361,S2-825556124,S2-835692087,S2-845304696,S2-856996028,S2-995580077,S3-113204136,S3-117659799,S3-151959827,S3-171385915,S3-240267700,S3-309993071,S3-34370867,S3-354892567,S3-397745064,S3-455409469,S3-487828272,S3-495938269,S3-5677346,S3-569056393,S3-582736414,S3-594491381,S3-615890284,S3-618287981,S3-646463686,S3-648759812,S3-736347393,S3-773223703,S3-833196880,S3-840047870,S3-858203235
S1-548399863	S3-263319409,S3-7102260
S1-548474699	S2-204819810,S2-375344899,S2-49370584,S3-143330143
S1-54887702	S2-19556395,S2-210545510,S2-256003057,S2-362421827,S2-588016898
S1-548903861	S2-218436741,S2-268892771,S2-46128340,S2-741065643,S3-919403841
S1-549761145	S2-181820461,S2-818293749,S3-422617433,S3-779938414
S1-554131381	S2-451993290,S2-560048011,S2-703142365,S2-746370763,S2-794056035
S1-554410912	S2-277620795,S2-458034668,S2-855768641,S3-933475277
S1-554749108	S2-506417010,S2-589717089,S2-756491830,S3-265013041,S3-283024509,S3-347611455,S3-571406608,S3-743695487,S3-795510673,S3-867954173,S3-922126216,S3-942719551,S3-977827089
S1-554782722	S2-504562540,S3-662561965
S1-555057738	S2-302248072,S2-661974340,S2-794688025,S2-807806367,S2-944979241,S3-644872223,S3-88235161
S1-555303238	S2-152259295,S2-313599026,S2-487057885,S2-974869681,S3-288874133,S3-405510027
S1-556099417	S2-415560804,S3-465949240,S3-88275465
S1-556350997	S2-185836926,S2-19384531,S2-563378805,S2-800207587,S2-901003647,S3-120454185,S3-440821250,S3-642780633,S3-688191003,S3-861480313
S1-556738812	S2-567008946,S3-287379795,S3-701804052
S1-55715487	S2-723955128,S3-256651653,S3-371871667,S3-53319843
S1-557816313	S2-488685538,S2-642453405,S3-106025533,S3-15926280,S3-272002445,S3-661205046
S1-557867435	S2-1083338,S2-111318833,S2-119959444,S2-170620059,S2-204682450,S2-265643642,S2-42546172,S2-482750188,S2-487624450,S2-490777873,S2-493245845,S2-543560662,S2-56706279,S2-580745529,S2-590222088,S2-616800007,S2-660217968,S2-698015041,S2-816633379,S2-851080744,S2-882968232,S2-920310353,S2-947408913,S2-953663424,S3-270291818,S3-401227526,S3-573803960,S3-751620590,S3-791519335,S3-992784690
S1-558018788	S2-689835091,S2-803351022,S3-172600929,S3-247703229,S3-252500518,S3-757526541,S3-849201816
S1-559060556	S2-2381849,S2-39227849,S2-565671320,S2-89043144,S3-538058458,S3-922333121
S1-55988561	S2-498374890,S2-633367154,S3-189438738,S3-517737251
S1-560660986	S2-57868081,S2-843948091,S2-951232546,S3-315807038
S1-562224497	S2-303378175,S2-61721267,S3-320147423,S3-522844794,S3-821332078
S1-562308291	S2-526567534,S2-884899926,S3-392032242,S3-45811802,S3-71055609
S1-564700269	S2-586352712,S3-389428044,S3-449988843,S3-512952418,S3-932656515,S3-982196773
S1-565762332	S2-695265038,S3-333560924,S3-47552010,S3-627681160,S3-69178216,S3-734504700,S3-782459446,S3-91799076,S3-943700332
S1-565880783	S2-137968841,S2-342155947
S1-565902016	S2-650719927,S3-796815090
S1-567541348	S2-60946533,S2-826612201,S3-509281290,S3-656698748
S1-567690340	S2-552162937,S3-776623694
S1-568833490	S2-221029745,S2-435568926,S2-97674317,S3-563423179
S1-568873685	S2-422102342,S2-646388389,S2-726697643,S2-963072262,S3-334619299,S3-50570123
S1-569253219	S3-485971884
S1-569549045	S2-60690504,S3-151883814,S3-665989866
S1-569675315	S2-248795436,S2-281920292,S2-536914839,S3-177811168
S1-570039174	S2-186210692,S2-251089493,S3-303578916,S3-57467913
S1-570229405	S3-251131140,S3-475574661,S3-636013349,S3-759188062
S1-571123569	S2-549116951,S2-612252961,S2-72401113,S2-878830527,S3-951396953
S1-571194602	S2-367455927,S2-577664038,S2-745116277,S3-861105559
S1-571269601	S2-507252444,S3-498685076,S3-622300654,S3-798288128,S3-866752571
S1-571288297	S2-185779124,S2-986917221,S3-126738667,S3-41027935
